case_id,keydate,Target90Days,TargetAmount90Days,OriginalCapitalOfCaseInvoices,IndustryCode,ClientName,NumberOfUnsuccessfullyClosedCustomerCasesLast36Months,AmountOfAmountOfCustomerPaymentsOnAllCasesBlevelase,AmountOfCustomerOpenCases,NumberOfTelephonesCI,RatioOfCustomersAtAddressWithSuccessfullyClosedCasesLast36Months,AgeOfDebt,NumberOfCustomerIncomingCallDatesTee,CustomerAge,NumberOfCustomerPaymentsInLast12Months,LastOriginalClosingCodeOfCustomer,NumberOfSuccessfullyClosedCasesInLast24Months,AmountOfCase
17080,2017-02-10 00:00:00.0,0.0,0.0,65.49,K6512,10,,,310.13,3.0,0.4,132.0,0.0,51.0,,4,,151.7
17081,2017-05-21 00:00:00.0,1.0,221.77,256.65,K6512,6,,,1308.27,2.0,,4.0,0.0,27.0,,4,,332.65
17082,2017-06-22 00:00:00.0,0.0,0.0,585.86,K6622,12,2.0,243.72,0.0,4.0,,92.0,1.0,31.0,0.0,1,0.0,685.86
17083,2017-03-11 00:00:00.0,1.0,33.19,33.19,K6512,71,,28.46,0.0,1.0,,161.0,0.0,41.0,0.0,8,0.0,53.19
17084,2017-02-20 00:00:00.0,0.0,0.0,95.16,K6512,49,1.0,,0.0,2.0,0.0,81.0,0.0,,,3,,95.16
17085,2017-07-24 00:00:00.0,0.0,0.0,118.84,K6512,10,2.0,,0.0,5.0,0.28,133.0,0.0,35.0,,1,,139.12
17086,2017-09-18 00:00:00.0,0.0,0.0,361.95,K6622,12,1.0,1485.6,0.0,2.0,0.3,8.0,0.0,38.0,1.0,2,1.0,461.95
17087,2017-06-01 00:00:00.0,0.0,0.0,1144.8,K6622,24,0.0,59.0,1276.33,12.0,0.25,71.0,1.0,50.0,0.0,10,0.0,1160.04
17088,2017-04-22 00:00:00.0,0.0,0.0,479.0,K6622,63,,0.0,1193.6,5.0,0.0,12.0,3.0,60.0,0.0,10,,529.0
17089,2017-07-21 00:00:00.0,0.0,0.0,1221.21,K6622,22,2.0,,436.16,4.0,0.66,10.0,1.0,35.0,,1,,1271.21
17090,2017-09-09 00:00:00.0,0.0,0.0,644.0,K6512,11,0.0,,2160.17,4.0,1.0,101.0,0.0,42.0,,1,,659.0
17091,2017-03-25 00:00:00.0,0.0,0.0,1177.26,K6622,12,1.0,,0.0,2.0,0.29,12.0,0.0,42.0,,3,,1227.26
17092,2017-02-23 00:00:00.0,0.0,0.0,747.28,K6622,22,1.0,,551.57,2.0,0.0,13.0,1.0,33.0,,1,,797.28
17093,2017-08-26 00:00:00.0,0.0,0.0,127.71,K6512,53,2.0,55.9,2638.33,2.0,0.0,89.0,0.0,46.0,0.0,19,0.0,127.71
17094,2017-07-21 00:00:00.0,0.0,0.0,915.22,K6512,6,3.0,,0.0,3.0,,134.0,0.0,42.0,,1,,976.22
17095,2017-03-23 00:00:00.0,0.0,0.0,299.96,K6622,1,1.0,493.26,1436.55,2.0,0.0,111.0,0.0,40.0,1.0,1,,300.86
17096,2017-08-12 00:00:00.0,0.0,0.0,425.6,K6512,11,,772.32,0.0,1.0,,56.0,0.0,29.0,3.0,5,2.0,440.6
17097,2017-04-24 00:00:00.0,0.0,0.0,188.22,K6512,2,,246.35,0.0,1.0,0.33,105.0,1.0,61.0,0.0,7,1.0,249.76
17098,2017-07-29 00:00:00.0,1.0,136.9,136.9,K6512,5,1.0,101.0,84.6,3.0,0.28,150.0,0.0,57.0,0.0,1,0.0,156.93
17099,2017-01-13 00:00:00.0,0.0,0.0,357.87,K6512,2,,,1554.83,2.0,,102.0,0.0,32.0,,4,,435.95
17100,2017-07-28 00:00:00.0,1.0,395.0,346.0,K6622,43,,725.11,0.0,3.0,,131.0,1.0,47.0,0.0,8,0.0,1527.0
17101,2017-03-09 00:00:00.0,0.0,0.0,52.72,K6619,30,2.0,,4006.95,2.0,,4.0,0.0,32.0,,9,,52.72
17102,2017-04-23 00:00:00.0,1.0,231.2,170.2,K6512,6,,649.75,0.0,3.0,0.6,4.0,0.0,91.0,1.0,2,1.0,231.2
17103,2017-08-20 00:00:00.0,0.0,0.0,248.58,K6512,49,,1230.0,0.0,1.0,0.5,111.0,1.0,44.0,0.0,7,0.0,248.58
17104,2017-05-07 00:00:00.0,0.0,0.0,246.8,K6622,15,1.0,275.57,17.54,2.0,,4.0,1.0,,0.0,1,0.0,258.19
17105,2017-02-19 00:00:00.0,0.0,0.0,227.16,K6512,9,1.0,,0.0,4.0,1.0,141.0,0.0,24.0,,11,,253.32
17106,2017-01-13 00:00:00.0,0.0,0.0,558.26,K6512,2,1.0,,0.0,4.0,,109.0,0.0,37.0,,1,,637.05
17107,2017-06-22 00:00:00.0,1.0,85.07,140.0,K6512,5,4.0,0.0,0.0,6.0,0.66,294.0,0.0,52.0,0.0,1,,160.12
17108,2017-01-20 00:00:00.0,1.0,345.77,345.77,K6512,9,,414.27,966.62,2.0,1.0,141.0,1.0,44.0,3.0,4,,371.28
17109,2017-01-13 00:00:00.0,0.0,0.0,292.11,K6512,2,,538.66,0.0,2.0,0.0,109.0,0.0,101.0,0.0,7,1.0,368.27
17110,2017-04-06 00:00:00.0,0.0,0.0,584.68,K6512,54,1.0,20.04,139.72,7.0,0.0,87.0,1.0,42.0,1.0,6,1.0,584.68
17111,2017-04-17 00:00:00.0,1.0,58.01,58.01,K6512,71,,,635.38,3.0,,137.0,0.0,31.0,,4,,78.01
17112,2017-05-25 00:00:00.0,0.0,0.0,151.75,K6622,12,1.0,315.22,0.0,3.0,0.12,14.0,3.0,42.0,4.0,1,1.0,201.75
17113,2017-07-29 00:00:00.0,1.0,96.52,76.52,K6512,5,,72.59,0.0,1.0,,270.0,0.0,36.0,1.0,7,1.0,96.52
17114,2017-05-19 00:00:00.0,0.0,0.0,81.17,K6512,10,,,753.92,1.0,0.33,138.0,0.0,62.0,,4,,101.48
17115,2017-08-20 00:00:00.0,0.0,0.0,902.41,K6622,63,4.0,569.71,3114.75,8.0,0.66,10.0,0.0,32.0,0.0,1,0.0,952.41
17116,2017-02-25 00:00:00.0,1.0,171.0,171.0,K6512,45,1.0,,0.0,1.0,0.4,177.0,0.0,,,1,,171.0
17117,2017-02-17 00:00:00.0,0.0,0.0,282.1,K6512,13,1.0,,0.0,1.0,,1327.0,0.0,29.0,,1,,290.1
17118,2017-09-02 00:00:00.0,0.0,0.0,1604.43,K6512,2,,,1427.47,2.0,0.66,103.0,0.0,26.0,,4,,1696.82
17119,2017-08-20 00:00:00.0,0.0,0.0,256.16,K6622,7,2.0,66.41,198.59,4.0,,72.0,1.0,27.0,2.0,1,,306.16
17120,2017-03-25 00:00:00.0,0.0,0.0,235.14,K6622,12,2.0,,855.39,8.0,,12.0,0.0,41.0,,1,,335.14
17121,2017-08-20 00:00:00.0,0.0,0.0,304.09,K6512,49,,,122.17,3.0,0.36,111.0,0.0,30.0,,4,,304.09
17122,2017-06-22 00:00:00.0,0.0,0.0,297.68,K6512,66,,,895.45,3.0,,4.0,1.0,57.0,,4,,297.68
17123,2017-03-17 00:00:00.0,0.0,0.0,206.37,K6512,10,1.0,1019.34,0.0,3.0,,437.0,5.0,26.0,2.0,1,0.0,227.2
17124,2017-09-11 00:00:00.0,0.0,0.0,101.64,K6619,68,,123.36,395.21,2.0,,4.0,0.0,51.0,1.0,6,3.0,101.64
17125,2017-09-14 00:00:00.0,0.0,0.0,266.93,K6512,2,,,215.93,3.0,0.0,108.0,0.0,,,4,,343.21
17126,2017-09-25 00:00:00.0,0.0,0.0,158.22,K6512,10,2.0,,923.35,1.0,,129.0,0.0,35.0,,1,,20.03
17127,2017-07-01 00:00:00.0,1.0,239.26,193.26,K6512,6,,590.49,0.0,2.0,0.62,4.0,0.0,26.0,1.0,6,1.0,254.26
17128,2017-09-07 00:00:00.0,0.0,0.0,321.22,K6512,10,,416.34,0.0,2.0,0.27,129.0,0.0,,0.0,6,1.0,28.12
17129,2017-06-23 00:00:00.0,0.0,0.0,1206.69,K6512,6,1.0,,3364.96,3.0,0.5,4.0,0.0,63.0,,1,,1294.69
17130,2017-05-08 00:00:00.0,0.0,0.0,167.46,K6512,27,3.0,,0.0,5.0,0.0,4.0,0.0,68.0,,22,,167.46
17131,2017-03-09 00:00:00.0,0.0,0.0,1502.28,K6512,34,,4235.33,0.0,2.0,,334.0,0.0,51.0,1.0,7,4.0,1502.28
17132,2017-07-21 00:00:00.0,0.0,0.0,795.55,K6622,22,2.0,660.0,1395.12,5.0,0.0,10.0,8.0,40.0,0.0,1,,1730.51
17133,2017-04-23 00:00:00.0,0.0,0.0,0.0,K6512,6,1.0,,0.0,1.0,,4.0,0.0,38.0,,13,,382.01
17134,2017-07-21 00:00:00.0,0.0,0.0,87.71,K6622,4,1.0,,0.0,4.0,0.06,72.0,0.0,53.0,,10,,137.71
17135,2017-06-22 00:00:00.0,0.0,0.0,15.27,K6622,4,0.0,,0.0,4.0,0.3,71.0,0.0,60.0,,10,,65.27
17136,2017-01-20 00:00:00.0,0.0,0.0,351.46,K6512,9,1.0,485.22,0.0,3.0,1.0,141.0,0.0,48.0,0.0,11,0.0,377.15
17137,2017-09-02 00:00:00.0,0.0,0.0,178.09,K6512,2,,,247.96,1.0,0.33,103.0,0.0,27.0,,4,,239.42
17138,2017-05-25 00:00:00.0,0.0,0.0,77.22,K6619,18,,140.02,2010.63,1.0,0.23,4.0,0.0,50.0,1.0,18,1.0,77.22
17139,2017-06-24 00:00:00.0,0.0,0.0,437.82,K6512,2,,,4147.06,5.0,,110.0,0.0,35.0,,4,,515.22
17140,2017-05-15 00:00:00.0,0.0,0.0,140.72,K6622,24,2.0,733.55,0.0,3.0,,73.0,2.0,51.0,0.0,6,1.0,155.96
17141,2017-03-30 00:00:00.0,1.0,43.33,18.3,K6512,9,,,132.97,1.0,1.0,180.0,1.0,32.0,,4,,43.33
17142,2017-06-24 00:00:00.0,0.0,0.0,806.81,K6512,19,,284.32,296.59,2.0,0.16,110.0,1.0,35.0,0.0,7,1.0,894.81
17143,2017-08-25 00:00:00.0,0.0,0.0,0.0,K6512,6,1.0,,696.2,6.0,,4.0,1.0,45.0,,13,,259.5
17144,2017-08-12 00:00:00.0,0.0,0.0,542.79,K6512,11,,,156.2,3.0,0.5,49.0,0.0,,,4,,557.79
17145,2017-02-23 00:00:00.0,0.0,0.0,422.6,K6622,12,1.0,0.0,0.0,3.0,,78.0,0.0,34.0,5.0,1,1.0,522.6
17146,2017-05-13 00:00:00.0,0.0,0.0,16236.18,K6512,44,1.0,3864.24,0.0,2.0,0.5,1798.0,0.0,34.0,0.0,3,,17689.42
17147,2017-09-09 00:00:00.0,0.0,0.0,164.07,K6512,59,,,2731.92,3.0,0.23,82.0,0.0,53.0,,4,,164.07
17148,2017-04-15 00:00:00.0,0.0,0.0,205.21,K6512,10,,257.45,0.0,2.0,,125.0,0.0,78.0,0.0,7,0.0,225.65
17149,2017-07-21 00:00:00.0,0.0,0.0,726.68,K6622,4,1.0,50.0,0.0,5.0,,10.0,2.0,44.0,0.0,1,,776.68
17150,2017-05-13 00:00:00.0,0.0,0.0,3200.0,K6512,44,2.0,,0.0,1.0,0.22,1120.0,0.0,30.0,,1,,3200.0
17151,2017-01-13 00:00:00.0,0.0,0.0,687.91,K6512,6,2.0,,185.45,3.0,,4.0,0.0,37.0,,1,,763.91
17152,2017-07-22 00:00:00.0,0.0,0.0,1205.03,K6512,2,,1162.5,495.9,3.0,0.43,103.0,13.0,29.0,4.0,14,,1296.86
17153,2017-02-17 00:00:00.0,0.0,0.0,1139.0,K6512,11,1.0,,1257.0,11.0,0.22,93.0,0.0,31.0,,3,,1154.0
17154,2017-01-20 00:00:00.0,0.0,0.0,240.87,K6512,9,,,89.0,1.0,0.0,141.0,0.0,37.0,,4,,266.56
17155,2017-09-14 00:00:00.0,0.0,0.0,459.96,K6512,2,5.0,400.06,0.0,7.0,0.0,108.0,0.0,36.0,0.0,1,,536.44
17156,2017-03-13 00:00:00.0,0.0,0.0,81.0,K6622,15,,,798.24,1.0,0.23,11.0,0.0,,,4,,92.18
17157,2017-01-13 00:00:00.0,0.0,0.0,238.61,K6512,2,1.0,,0.0,1.0,0.87,109.0,0.0,59.0,,1,,315.99
17158,2017-02-23 00:00:00.0,1.0,299.76,0.0,K6512,6,1.0,,0.0,2.0,0.42,4.0,0.0,35.0,,1,,464.17
17159,2017-02-23 00:00:00.0,0.0,0.0,150.29,K6622,12,,20.0,139.99,6.0,0.5,78.0,0.0,28.0,1.0,4,,461.32
17160,2017-03-30 00:00:00.0,0.0,0.0,413.2,K6512,9,,,34.09,3.0,1.0,119.0,0.0,27.0,,4,,465.93
17161,2017-09-16 00:00:00.0,0.0,0.0,467.97,K6512,10,1.0,,0.0,4.0,0.0,157.0,2.0,51.0,,26,,497.01
17162,2017-08-25 00:00:00.0,1.0,264.96,264.96,K6512,9,2.0,116.53,0.0,4.0,0.0,177.0,1.0,67.0,0.0,8,1.0,290.45
17163,2017-02-23 00:00:00.0,0.0,0.0,34.54,K6622,21,,,631.28,2.0,0.12,76.0,0.0,62.0,,4,,84.54
17164,2017-06-23 00:00:00.0,0.0,0.0,177.32,K6512,6,1.0,,231.5,1.0,,4.0,0.0,,,1,,238.32
17165,2017-08-28 00:00:00.0,1.0,1548.54,1548.54,K6512,65,,164.3,0.0,1.0,,91.0,1.0,38.0,1.0,6,1.0,1548.54
17166,2017-02-23 00:00:00.0,0.0,0.0,970.21,K6512,6,0.0,46.98,0.0,4.0,1.0,4.0,0.0,37.0,0.0,3,,1058.21
17167,2017-05-07 00:00:00.0,1.0,271.33,271.33,K6512,10,,,254.02,2.0,,126.0,0.0,66.0,,4,,291.34
17168,2017-09-10 00:00:00.0,0.0,0.0,192.21,K6512,10,,,194.2,2.0,,128.0,0.0,54.0,,4,,212.57
17169,2017-05-25 00:00:00.0,1.0,58.06,58.06,K6619,16,2.0,,0.0,2.0,,4.0,0.0,56.0,,1,,58.06
17170,2017-09-09 00:00:00.0,0.0,0.0,395.84,K6512,11,1.0,,1624.83,3.0,0.5,60.0,0.0,,,1,,410.84
17171,2017-02-26 00:00:00.0,0.0,0.0,692.25,K6622,131,1.0,132.55,217.68,1.0,0.66,139.0,0.0,34.0,0.0,6,1.0,692.25
17172,2017-04-13 00:00:00.0,0.0,0.0,361.71,K6512,6,1.0,,0.0,1.0,0.21,4.0,0.0,64.0,,1,,437.71
17173,2017-02-06 00:00:00.0,0.0,0.0,113.45,K6622,12,2.0,142.53,0.0,6.0,0.0,27.0,0.0,29.0,0.0,1,1.0,163.45
17174,2017-09-24 00:00:00.0,0.0,0.0,483.65,K6512,2,,,193.44,1.0,0.33,110.0,0.0,41.0,,4,,560.35
17175,2017-09-18 00:00:00.0,0.0,0.0,147.5,K6622,4,2.0,,0.0,3.0,0.16,74.0,0.0,62.0,,1,,197.5
17176,2017-07-13 00:00:00.0,0.0,0.0,0.0,K6512,6,1.0,89.97,198.6,4.0,1.0,4.0,0.0,47.0,0.0,15,0.0,4619.91
17177,2017-01-20 00:00:00.0,0.0,0.0,1567.03,K6512,10,,1026.72,0.0,1.0,1.0,141.0,0.0,47.0,0.0,8,2.0,1597.43
17178,2017-05-25 00:00:00.0,0.0,0.0,261.97,K6512,19,1.0,,0.0,0.0,,108.0,0.0,40.0,,1,,322.97
17179,2017-01-09 00:00:00.0,0.0,0.0,59.22,K6619,32,1.0,,0.0,3.0,0.0,4.0,0.0,,,1,,59.22
17180,2017-08-26 00:00:00.0,0.0,0.0,634.22,K6512,53,,,268.0,5.0,0.0,96.0,0.0,71.0,,4,,634.22
17181,2017-02-23 00:00:00.0,0.0,0.0,210.88,K6512,6,1.0,,0.0,2.0,0.0,4.0,0.0,65.0,,1,,271.88
17182,2017-07-14 00:00:00.0,0.0,0.0,899.83,K6512,11,1.0,,0.0,4.0,0.0,43.0,0.0,33.0,,1,,914.83
17183,2017-02-04 00:00:00.0,1.0,107.0,92.0,K6512,11,,184.05,0.0,3.0,,3.0,0.0,28.0,1.0,8,1.0,107.0
17184,2017-02-06 00:00:00.0,0.0,0.0,251.47,K6622,4,5.0,228.74,0.0,9.0,,27.0,0.0,58.0,0.0,23,1.0,301.47
17185,2017-06-11 00:00:00.0,0.0,0.0,185.73,K6512,10,,249.78,0.0,3.0,0.0,418.0,0.0,65.0,0.0,8,0.0,206.02
17186,2017-02-23 00:00:00.0,0.0,0.0,765.94,K6512,2,,,666.17,2.0,0.0,101.0,0.0,30.0,,4,,844.56
17187,2017-09-01 00:00:00.0,0.0,0.0,490.0,K6512,6,3.0,281.75,992.72,6.0,0.22,4.0,1.0,44.0,0.0,3,,566.0
17188,2017-04-22 00:00:00.0,0.0,0.0,522.82,K6622,12,,341.13,0.0,2.0,,74.0,1.0,27.0,0.0,7,1.0,622.82
17189,2017-07-21 00:00:00.0,1.0,79.55,403.55,K6512,6,1.0,231.27,0.0,3.0,1.0,4.0,4.0,64.0,0.0,1,1.0,479.55
17190,2017-01-13 00:00:00.0,0.0,0.0,85.23,K6512,6,,135.51,718.35,2.0,0.0,4.0,0.0,20.0,1.0,7,1.0,146.23
17191,2017-06-02 00:00:00.0,0.0,0.0,0.0,K6512,6,,68.94,179.23,4.0,0.25,4.0,0.0,37.0,1.0,4,,576.66
17192,2017-09-16 00:00:00.0,0.0,0.0,674.38,K6512,10,,1712.92,0.0,1.0,,135.0,1.0,,7.0,6,2.0,704.11
17193,2017-03-19 00:00:00.0,0.0,0.0,217.55,K6512,5,,,89.9,2.0,,261.0,0.0,67.0,,5,,238.1
17194,2017-03-31 00:00:00.0,0.0,0.0,538.5,K6512,11,1.0,821.68,0.0,4.0,0.6,94.0,4.0,56.0,0.0,3,1.0,553.5
17195,2017-06-17 00:00:00.0,0.0,0.0,456.55,K6622,35,,,374.45,2.0,,107.0,0.0,48.0,,4,,456.55
17196,2017-02-17 00:00:00.0,0.0,0.0,191.3,K6512,3,1.0,,0.0,4.0,0.18,156.0,0.0,66.0,,1,,199.3
17197,2017-03-19 00:00:00.0,0.0,0.0,158.73,K6512,5,1.0,,0.0,1.0,0.4,169.0,0.0,40.0,,22,,179.1
17198,2017-02-19 00:00:00.0,0.0,0.0,56.04,K6512,9,2.0,,0.0,2.0,0.66,141.0,0.0,37.0,,1,,81.08
17199,2017-02-06 00:00:00.0,0.0,0.0,317.16,K6622,12,5.0,524.02,0.0,16.0,0.2,126.0,3.0,32.0,0.0,11,,367.16
17200,2017-02-02 00:00:00.0,0.0,0.0,449.32,K6512,33,,1253.22,0.0,1.0,0.1,108.0,0.0,49.0,0.0,8,2.0,449.32
17201,2017-04-06 00:00:00.0,1.0,67.89,241.89,K6512,19,2.0,440.04,285.62,1.0,0.22,108.0,0.0,61.0,4.0,1,0.0,317.89
17202,2017-04-13 00:00:00.0,0.0,0.0,201.96,K6512,2,1.0,,10563.67,1.0,0.0,108.0,0.0,61.0,,1,,263.53
17203,2017-01-07 00:00:00.0,0.0,0.0,1027.78,K6622,17,2.0,868.56,1181.98,3.0,1.0,88.0,0.0,33.0,5.0,1,,1087.78
17204,2017-08-20 00:00:00.0,0.0,0.0,130.94,K6622,4,3.0,,642.74,2.0,,72.0,0.0,35.0,,1,,180.94
17205,2017-01-21 00:00:00.0,0.0,0.0,847.0,K6622,43,,450.79,0.0,1.0,,103.0,0.0,44.0,0.0,7,1.0,874.0
17206,2017-04-01 00:00:00.0,0.0,0.0,690.0,K6622,43,1.0,,0.0,2.0,,117.0,0.0,25.0,,11,,717.0
17207,2017-01-16 00:00:00.0,0.0,0.0,232.0,K6622,15,1.0,,0.0,2.0,,82.0,0.0,31.0,,1,,243.47
17208,2017-09-24 00:00:00.0,1.0,300.0,1394.55,K6512,2,,61.57,0.0,1.0,,55.0,1.0,22.0,1.0,7,1.0,1473.27
17209,2017-02-06 00:00:00.0,0.0,0.0,670.4,K6622,15,2.0,296.28,0.0,3.0,0.0,4.0,0.0,73.0,0.0,29,,682.46
17210,2017-08-26 00:00:00.0,0.0,0.0,258.21,K6512,2,,277.31,0.0,1.0,,109.0,0.0,46.0,0.0,8,0.0,334.6
17211,2017-06-22 00:00:00.0,0.0,0.0,158.01,K6512,66,,,419.4,2.0,0.25,4.0,0.0,54.0,,4,,158.01
17212,2017-09-17 00:00:00.0,0.0,0.0,86.47,K6512,9,,,203.51,1.0,0.0,166.0,0.0,34.0,,4,,111.89
17213,2017-05-20 00:00:00.0,0.0,0.0,155.17,K6622,58,1.0,992.2,707.23,6.0,0.16,9.0,3.0,31.0,1.0,9,2.0,205.17
17214,2017-04-21 00:00:00.0,0.0,0.0,179.46,K6512,5,,,240.49,0.0,0.52,171.0,0.0,55.0,,4,,199.71
17215,2017-04-14 00:00:00.0,1.0,114.87,99.63,K6622,24,,184.0,0.0,1.0,0.0,50.0,0.0,,1.0,2,1.0,114.87
17216,2017-07-29 00:00:00.0,0.0,0.0,139.91,K6619,32,,63.15,0.0,2.0,,4.0,0.0,,2.0,6,1.0,139.91
17217,2017-02-04 00:00:00.0,0.0,0.0,1809.0,K6512,11,0.0,,3125.63,6.0,0.22,3.0,0.0,41.0,,10,,1824.0
17218,2017-05-25 00:00:00.0,0.0,0.0,960.2,K6622,12,1.0,107.58,136.21,3.0,0.0,14.0,1.0,42.0,0.0,3,1.0,1010.2
17219,2017-08-25 00:00:00.0,1.0,30.0,0.0,K6512,6,3.0,165.0,9.0,2.0,,4.0,1.0,43.0,1.0,1,,1282.49
17220,2017-08-12 00:00:00.0,0.0,0.0,864.01,K6512,2,,,1096.22,2.0,0.33,88.0,0.0,43.0,,4,,954.39
17221,2017-03-19 00:00:00.0,0.0,0.0,160.0,K6512,5,2.0,,0.0,5.0,,199.0,0.0,28.0,,1,,180.45
17222,2017-02-17 00:00:00.0,0.0,0.0,216.82,K6512,13,,,1383.25,6.0,0.21,1296.0,0.0,33.0,,4,,224.82
17223,2017-04-10 00:00:00.0,0.0,0.0,335.89,K6622,24,,,1327.65,1.0,,89.0,1.0,57.0,,4,,351.13
17224,2017-07-07 00:00:00.0,1.0,505.68,505.68,K6512,45,,488.6,0.0,2.0,0.0,187.0,2.0,30.0,0.0,7,0.0,505.68
17225,2017-07-21 00:00:00.0,0.0,0.0,318.38,K6512,6,1.0,361.41,1714.21,3.0,0.5,4.0,0.0,53.0,1.0,1,,394.38
17226,2017-04-22 00:00:00.0,0.0,0.0,525.4,K6622,12,,,0.0,6.0,,12.0,0.0,56.0,,32,,625.4
17227,2017-01-09 00:00:00.0,0.0,0.0,100.19,K6619,32,,,371.0,3.0,0.21,4.0,0.0,25.0,,4,,100.19
17228,2017-01-20 00:00:00.0,0.0,0.0,120.58,K6512,10,3.0,,0.0,2.0,,118.0,0.0,34.0,,1,,140.83
17229,2017-02-23 00:00:00.0,0.0,0.0,864.83,K6622,7,4.0,,1347.6,4.0,0.18,13.0,0.0,35.0,,1,,914.83
17230,2017-02-03 00:00:00.0,0.0,0.0,351.86,K6512,2,,,3657.75,8.0,0.0,109.0,0.0,33.0,,4,,429.85
17231,2017-04-13 00:00:00.0,1.0,100.0,337.67,K6512,6,1.0,402.91,700.29,3.0,,4.0,7.0,42.0,3.0,7,1.0,413.67
17232,2017-07-21 00:00:00.0,0.0,0.0,1827.77,K6622,22,4.0,248.97,528.24,9.0,0.8,10.0,1.0,47.0,1.0,9,,1877.77
17233,2017-09-29 00:00:00.0,1.0,119.13,353.32,K6512,10,2.0,,0.0,2.0,,134.0,0.0,62.0,,73,,147.18
17234,2017-04-01 00:00:00.0,0.0,0.0,826.0,K6512,44,1.0,674.0,0.0,2.0,,854.0,0.0,45.0,0.0,1,,826.0
17235,2017-03-25 00:00:00.0,1.0,50.0,268.39,K6622,21,,39.92,0.0,2.0,0.0,12.0,0.0,35.0,1.0,7,1.0,318.39
17236,2017-05-21 00:00:00.0,0.0,0.0,252.89,K6512,6,2.0,,0.0,2.0,0.33,4.0,0.0,47.0,,3,,328.89
17237,2017-05-14 00:00:00.0,1.0,211.4,324.27,K6512,5,1.0,,0.0,2.0,0.4,74.0,0.0,25.0,,1,,352.32
17238,2017-08-12 00:00:00.0,0.0,0.0,540.11,K6512,2,,502.66,0.0,2.0,0.0,102.0,1.0,52.0,0.0,7,1.0,616.73
17239,2017-05-20 00:00:00.0,0.0,0.0,218.85,K6512,9,1.0,,0.0,4.0,0.26,139.0,0.0,73.0,,1,,244.93
17240,2017-04-22 00:00:00.0,0.0,0.0,30.06,K6622,12,,340.96,0.0,4.0,0.27,118.0,0.0,45.0,1.0,7,1.0,80.06
17241,2017-04-13 00:00:00.0,0.0,0.0,520.19,K6512,3,,,0.0,6.0,,75.0,0.0,53.0,,5,,528.19
17242,2017-06-22 00:00:00.0,0.0,0.0,177.04,K6622,12,,200.05,0.0,1.0,,76.0,1.0,34.0,1.0,8,1.0,227.04
17243,2017-08-20 00:00:00.0,0.0,0.0,700.57,K6622,4,,,821.59,1.0,0.15,10.0,1.0,67.0,,4,,750.57
17244,2017-06-25 00:00:00.0,1.0,128.11,256.22,K6499,23,2.0,54.2,0.0,3.0,0.25,1070.0,2.0,28.0,0.0,19,,256.22
17245,2017-07-30 00:00:00.0,0.0,0.0,71.96,K6512,5,1.0,450.0,15971.36,2.0,0.0,302.0,0.0,48.0,0.0,1,,92.19
17246,2017-05-05 00:00:00.0,0.0,0.0,586.85,K6512,11,0.0,,0.0,2.0,0.2,52.0,0.0,,,1,,601.85
17247,2017-05-25 00:00:00.0,0.0,0.0,192.88,K6622,12,2.0,,295.95,4.0,0.33,78.0,0.0,67.0,,1,,425.13
17248,2017-03-23 00:00:00.0,0.0,0.0,439.99,K6512,6,2.0,,1224.0,4.0,0.0,4.0,0.0,48.0,,1,,515.99
17249,2017-01-07 00:00:00.0,0.0,0.0,1245.86,K6512,59,,1044.85,0.0,2.0,,89.0,1.0,30.0,1.0,7,1.0,1245.86
17250,2017-07-16 00:00:00.0,0.0,0.0,105.82,K6619,32,0.0,1510.56,285.0,3.0,0.5,4.0,4.0,28.0,4.0,1,0.0,105.82
17251,2017-07-21 00:00:00.0,0.0,0.0,743.73,K6622,63,1.0,5.48,0.0,4.0,0.0,10.0,0.0,48.0,0.0,1,,793.73
17252,2017-07-13 00:00:00.0,0.0,0.0,492.05,K6512,11,,,316.21,4.0,0.5,62.0,0.0,,,4,,507.05
17253,2017-04-22 00:00:00.0,0.0,0.0,470.27,K6622,55,2.0,282.0,0.0,4.0,0.0,102.0,4.0,57.0,0.0,1,1.0,470.27
17254,2017-08-26 00:00:00.0,0.0,0.0,186.65,K6512,33,,,236.85,2.0,0.16,237.0,0.0,60.0,,4,,186.65
17255,2017-06-22 00:00:00.0,0.0,0.0,727.93,K6512,66,,,782.18,1.0,0.16,4.0,0.0,50.0,,4,,727.93
17256,2017-02-03 00:00:00.0,0.0,0.0,177.28,K6512,42,3.0,,0.0,3.0,0.0,109.0,0.0,35.0,,1,,177.28
17257,2017-09-07 00:00:00.0,0.0,0.0,836.0,K6622,15,,,132.5,3.0,,7.0,0.0,,,4,,848.79
17258,2017-04-06 00:00:00.0,0.0,0.0,621.54,K6512,6,,281.98,0.0,2.0,0.21,10.0,3.0,48.0,0.0,8,1.0,697.54
17259,2017-03-25 00:00:00.0,0.0,0.0,750.0,K6512,34,1.0,,0.0,1.0,0.0,346.0,0.0,,,3,,750.0
17260,2017-03-09 00:00:00.0,0.0,0.0,226.36,K6619,30,1.0,,175.11,1.0,1.0,4.0,0.0,23.0,,1,,226.36
17261,2017-02-23 00:00:00.0,0.0,0.0,863.21,K6512,6,1.0,,0.0,2.0,,4.0,0.0,66.0,,1,,951.21
17262,2017-07-22 00:00:00.0,1.0,399.4,371.4,K6512,5,1.0,,0.0,3.0,0.5,143.0,0.0,40.0,,1,,399.48
